openalex_id,doi,title,year,publication_date,type,cited_by_count,relevance_score,authors,source,dataset_mentioned,ml_match_count,matched_ml_terms,regime_selected,regime_match_count,matched_regime_terms,abstract
https://openalex.org/W2082047154,https://doi.org/10.1080/01431169208904111,An improved algorithm for NOAA-AVHRR image referencing,1992,1992-11-01,article,23,348.4198,"Markus Bachmann, Jörg Bendix",International Journal of Remote Sensing,True,2,algorithm; linear regression,S,0,,"Abstract The algorithm for NOAA-AVHRR image referencing previously presented in this journal by Ho and Asem is discussed and improved. Applying their procedures, difficulties were found in obtaining proper inputs (such as exact time difference (dt) between nodal time and time of the first scan line) and hence calculating adjusted values for satellite altitude and inclination angle. The improved algorithm is based on the same equations but uses nominal inputs where possible (satellite altitude, inclination) and adjusts the others (dt and ascending nodal longitude) using one ground control point (GCP) in a simulation process. The algorithm was developed and evaluated to geocorrect NOAA-images (size 512 by 512) on a Personal Computer AT. To make it faster, we present a combination of the orbital model with the advantages of the GCP-method by an automatic determination of randomly distributed reference points (REF) and bilinear regression analysis. A set of six representative images was geocorrected and mean errors were calculated using independent GCPs. The results showed a pixel displacement of 0·3 to 1·5 in line and 0·5-2·3 in row respectively. One picture of an almost cloud-free scene is illustrated."
https://openalex.org/W2148118469,https://doi.org/10.1080/01431160210144688,Assessment of forest fire danger conditions in southern Spain from NOAA images and meteorological indices,2003,2003-01-01,article,47,347.34576,"Inmaculada Aguado, Emilio Chuvieco, M. Pilar Martín, et al.",International Journal of Remote Sensing,True,2,algorithm; linear regression,S,0,,"Traditionally, the estimation of fire danger is performed from meteorological danger indices that are computed for single locations, where the weather stations are located. Frequently, these locations are far from forested areas, and there is a need to spatially interpolate danger variables. Methods for spatial interpolation are always prone to error, especially for those variables that show a greater spatial variability (wind, mainly). Satellite images may be considered a good alternative for interpolation of danger values, since they perform a spatially exhaustive observation of the territory. This paper analyses the spatial distribution of the Canadian Drought Code (DC), part of the Canadian Forest Fire Weather Index System (CFFWIS), in the region of Andaluc{@a (south Spain) following two procedures. First, maps of DC values were obtained from spatial interpolation of a network of 30 weather stations using the squared inverse distance algorithm. These results were compared with interpolation based on linear regression analysis, using National Oceanic and Atmospheric Administration (NOAA) Advanced Very High Resolution Radiometer (AVHRR) derived bands as independent variables. The most significant variables found for these empirical fittings were relative greenness, the ratio of Normalized Difference Vegetation Index (NDVI) and surface temperature, and a temporal variable, which accounts for the variations in day length throughout the fire season. After several empirical fittings were obtained, the most precise estimation was found after adjusting the coefficients to the time period considered."
https://openalex.org/W2016070436,https://doi.org/10.1080/01431160600641707,Contrail observations over Southern and Eastern Asia in NOAA/AVHRR data and comparisons to contrail simulations in a GCM,2007,2007-05-01,article,43,343.6135,"Richard Meyer, R. Buell, C. Leiter, et al.",International Journal of Remote Sensing,True,2,algorithm; ann,S,0,,"For the first time the contrail cover for a region covering Thailand and surrounding regions as well as for the region of Japan and its surroundings are determined by remote sensing observations. Locally received NOAA/AVHRR satellite data are analysed by a fully automated contrail detection algorithm. For both regions approx. 400 NOAA‐14 satellite scenes from four months of the year 1998 were analysed. Both regions show sufficient air traffic to produce an observable amount of contrails. Thus we are able to measure for the first time contrail frequencies in the tropics and compare it to a nearby mid latitudinal region. The annual average of the daily mean contrail cloud coverage is 0.13% for the Thailand region and about 0.25% for the Japan region. For both regions the contrail cover is largest during spring. The daily cycle shows surprisingly high contrail coverage during night in spite of lower air traffic densities during night time. The satellite observed contrail cover is compared with simulations of contrails by use of the general circulation model ECHAM4 related to air traffic emissions of 1992. While the derived patterns of the regional contrail distributions agree well, the contrail coverage derived from satellite data is larger than the simulated coverage. This discrepancy appears to be mainly due to an increase in air traffic in the time period between the model study and the observations."
https://openalex.org/W2032118282,https://doi.org/10.1080/02626660209492927,Monitoring snow-covered areas using NOAA-AVHRR data in the eastern part of Turkey,2002,2002-04-01,article,43,340.97946,"Zuhal Akyürek, A. Ünal Şorman",Hydrological Sciences Journal,True,2,classification; algorithm,S,0,,"Abstract Monitoring snow-covered areas and estimating the snow water equivalent play an important role in predicting discharges during spring months, especially in regions where snow is an important resource. This study has been conducted in the Upper Euphrates River basin, of 10 200 km2 area, and elevation range of 1125–3500 m. In estimating snow-covered areas, besides semi-supervised multispectral classification of NOAA-AVHRR data, a theta algorithm, developed by the US National Weather Service, has been used. The two classification techniques were applied to the Advanced Very High Resolution Radiometer (AVHRR) data obtained directly from the satellite receiver located at the university campus in Ankara, Turkey. The corrected images were rectified according to the UTM coordinate system. Snow-covered areas were obtained for cloud-free and partial cloudy images for April 1998 within the project area located in the eastern part of Turkey. Furthermore, the threshold to separate clouds from cloud-free areas is determined. The effects of elevation, aspect, slope and prevailing winds in determining the snow-covered areas for April 1998 are explained and the changes in the snow line are determined considering the effects of these topographic and meteorological factors. Snow depletion curves were obtained by using the proper classification technique for all the other cloud-free and partial cloudy images for 1998. These curves were used with other meteorological parameters as input to a snowmelt runoff model in order to predict the daily discharges, which were compared with the records at the streamgauge of the basin. The effects of aspect and slope on the snow depletion curves for different elevation zones are also shown and, considering this effect, the depletion curves are improved."
https://openalex.org/W2068468078,https://doi.org/10.1175/1520-0450(1983)022<1332:atdhpt>2.0.co;2,A Two-Dimensional Histogram Procedure to Analyze Cloud Cover from NOAA Satellite High-Resolution Imagery,1983,1983-08-01,article,42,336.52084,"T. Phulpin, M. Derrien, A. Brard",Journal of Climate and Applied Meteorology,True,2,algorithm; ann,S,0,,"A two-dimensional histogram method for cloud analysis from NOAA satellite high-resolution imagery is presented. The algorithm, using one visible or near-infrared channel and one infrared channel of the Advanced Very High Resolution Radiometer (AVHRR), applies to arrays segmented according to the temperature sounder (TOVS) grid; up to five cloud levels are identified in addition to the surface. A comparison with visual nephanalysis has been carried out for various cloud situations: the use of near-infrared radiance appears to give consistently better results than the visible radiance, leading to an agreement in about 87% of the cases for total cloud cover. Possible further improvements are discussed."
https://openalex.org/W2973176155,https://doi.org/10.1109/tgrs.2019.2936297,Land Surface Emissivity Product for NOAA JPSS and GOES-R Missions: Methodology and Evaluation,2019,2019-09-11,article,37,336.155,"Heshun Wang, Yunyue Yu, Peng Yu, et al.",IEEE Transactions on Geoscience and Remote Sensing,True,2,algorithm; ann,S,0,,"Land surface emissivity (LSE) is a key parameter for the determination of land surface temperature (LST) from thermal remotely sensed data. A new LSE product has been developed at the National Oceanic and Atmospheric Administration (NOAA), College Park, MD, USA, to enhance the LST product for the Joint Polar Satellite System (JPSS) and the Geostationary Operational Environmental Satellite R-Series (GOES-R) missions as well as to support the forecasting models. A 1-km resolution bare ground emissivity was derived from the historical Advanced Spaceborne Thermal Emission and Reflection Radiometer Global Emissivity Dataset (ASTER-GED) and Moderate Resolution Imaging Spectroradiometer (MODIS) LSE product. It is then spectrally adjusted to the split window (SW) channels of Visible/Infrared Imager Radiometer Suite (VIIRS) onboard JPSS and Advanced Baseline Imager (ABI) from GOES-R. VIIRS daily green vegetation fraction and snow fraction products are subsequently used to account for the dynamic variations. Validation results indicate that the product has a good agreement with in situ observations, with an emissivity difference less than 0.006 at the bare surface sites and a difference less than 0.007 at one cropland site with three growth stages. The intercomparison with NASA VIIRS daily LSE product proves a good agreement with a standard deviation of less than 0.012. To evaluate the LSE performance in LST retrieval, a whole year VIIRS LST is produced and validated over the SURFace RADiation budget observing network (SURFRAD) sites. The results indicate that the LSE works well with LST RMSE of 1.78 (daytime) and 1.58 K (nighttime). The new LSE algorithm has been integrated to NOAA-20 LST with the status of provisional maturity and will be applied on GOES-16/17 LST product in the near future."
https://openalex.org/W2245553299,https://doi.org/10.1080/01431169008955174,A phenological classification of terrestrial vegetation cover using shortwave vegetation index imagery,1990,1990-12-01,article,391,330.29993,D. Lloyd,International Journal of Remote Sensing,True,2,classification; decision tree,S,0,,"Abstract The imaging frequency and synoptic coverage of the National Oceanic and Atmospheric Administration (NOAA) Advanced Very High Resolution Radiometer (AVHRR) make possible for the first time a phenological approach to vegetation cover classification in which classes are defined in terms of the timing, the duration and the intensity of photosynthetic activity. This approach, which exploits the strong, approximately linear relationship between the amount of solar irradiance absorbed by plant pigments and shortwave vegetation indices calculated from red and near-infrared reflectances, involves a supervised binary decision tree classification of phytophenological variables derived from multidate normalized difference vegetation index (NDVI) imagery. A global phytophenological classification derived from NOAA global vegetation index imagery is presented and discussed. Although interpretation of the various classes is limited considerably by the quality of global vegetation index imagery, the data show clearly the marked temporal asymmetry of terrestrial photosynthetic activity."
https://openalex.org/W1907902785,https://doi.org/10.1111/j.1466-822x.2005.00174.x,"Relationships among fire frequency, rainfall and vegetation patterns in the wet–dry tropics of northern Australia: an analysis based on NOAA‐AVHRR data",2005,2005-08-18,article,85,329.8974,"Allan Spessa, Bevan McBeth, Colin Prentice",Global Ecology and Biogeography,True,2,generalized linear model; ann,S,0,,"ABSTRACT Aim To quantify the regional‐scale spatio‐temporal relationships among rainfall, vegetation and fire frequency in the Australian wet–dry tropics (AWDT). Location Northern Australia: Cape York Peninsula, central Arnhem, central Kimberly, Einasleigh Uplands, Gulf Fall Uplands and northern Kimberley. Methods Monthly ‘fraction of photosynthetic active radiation absorbed by green vegetation’ (fAPAR) was decomposed into monthly evergreen (EG) and monthly raingreen (RG) components using time‐series techniques applied to monthly normalized difference vegetation index (NDVI) data from Advanced Very High Resolution Radiometer (AVHRR) imagery. Fire affected areas were independently mapped at the same spatio‐temporal resolution from AVHRR imagery. Weather station records were spatially interpolated to create monthly rainfall surfaces. Vegetation structural classes were derived from a digitized map of northern Australian vegetation communities (1 : 1,000,000). Generalized linear models were used to quantify relationships among the fAPAR, EG and RG signals, vegetation structure, rainfall and fire frequency, for the period November 1996–December 2001. Results The fAPAR and EG signals are positively correlated with annual rainfall and canopy cover, notably: EG closed forest &gt; EG open heathland &gt; EG open forest &gt; EG woodland &gt; EG open woodland &gt; EG low woodland &gt; EG low open woodland &gt; EG open grassland . Vegetation height and fAPAR are positively correlated, excluding the special case of open heathland. The RG signal is highest where intermediate annual rainfall and strong seasonality in rainfall coincide, and is associated with vegetation structure as follows: RG open grassland &gt; RG woodland &gt; RG open forest &gt; RG open heathland &gt; RG low woodland &gt; RG open woodland &gt; RG low open woodland &gt; RG closed forest . Monthly RG tracks monthly rainfall. Annual proportion of area burnt (PB) is maximal where high RG coincides with low EG (open grassland, several woodland communities). PB is minimal in vegetation where both RG and EG are low (low open woodland); and in vegetation where EG is high (closed forest, open heathland). Conclusions The RG–EG scheme successfully reflects digitally mapped tree and grass covers in relation to rainfall. RG–EG patterns are strongly associated with fire frequency patterns. PB is maximal in areas of high RG, where high biomass production during the wet season supports abundant fine fuel during the dry season. PB is minimal in areas with high EG, where relatively moist fuel limits fire ignition; and in areas with low EG and RG, where a relative short supply of fuel limits fire spread."
https://openalex.org/W4390099475,https://doi.org/10.1029/2023jd038534,Comprehensive Analysis of the NOAA National Water Model: A Call for Heterogeneous Formulations and Diagnostic Model Selection,2023,2023-12-22,article,35,329.20435,"J. Michael Johnson, Shiqi Fang, A. Sankarasubramanian, et al.",Journal of Geophysical Research Atmospheres,True,2,predictive; ann,S,0,,"Abstract With an increasing number of continental‐scale hydrologic models, the ability to evaluate performance is key to understanding uncertainty and making improvements to the model(s). We hypothesize that any model, running a single set of physics, cannot be “properly” calibrated for the range of hydroclimatic diversity as seen in the contenintal United States. Here, we evaluate the NOAA National Water Model (NWM) version 2.0 historical streamflow record in over 4,200 natural and controlled basins using the Nash‐Sutcliffe Efficiency metric decomposed into relative performance, and conditional, and unconditional bias. Each of these is evaluated in the contexts of meteorologic, landscape, and anthropogenic characteristics to better understand where the model does poorly, what potentially causes the poor performance, and what similarities systemically poor performing areas share. The primary objective is to pinpoint traits in places with good/bad performance and low/high bias. NWM relative performance is higher when there is high precipitation, snow coverage (depth and fraction), and barren area. Low relative skill is associated with high potential evapotranspiration, aridity, moisture‐and‐energy phase correlation, and forest, shrubland, grassland, and imperviousness area. We see less bias in locations with high precipitation, moisture‐and‐energy phase correlation, barren, and grassland areas and more bias in areas with high aridity, snow coverage/fraction, and urbanization. The insights gained can help identify key hydrological factors underpinning NWM predictive skill; enforce the need for regionalized parameterization and modeling; and help inform heterogenous modeling systems, like the NOAA Next Generation Water Resource Modeling Framework, to enhance ongoing development and evaluation."
https://openalex.org/W2095142679,https://doi.org/10.1088/0957-0233/22/11/115107,Performance analysis of NOAA tropospheric signal delay model,2011,2011-10-05,article,23,328.7646,"Hassan E. Ibrahim, Ahmed El‐Rabbany",Measurement Science and Technology,True,2,prediction; ann,S,0,,"Tropospheric delay is one of the dominant global positioning system (GPS) errors, which degrades the positioning accuracy. Recent development in tropospheric modeling relies on implementation of more accurate numerical weather prediction (NWP) models. In North America one of the NWP-based tropospheric correction models is the NOAA Tropospheric Signal Delay Model (NOAATrop), which was developed by the US National Oceanic and Atmospheric Administration (NOAA). Because of its potential to improve the GPS positioning accuracy, the NOAATrop model became the focus of many researchers. In this paper, we analyzed the performance of the NOAATrop model and examined its effect on ionosphere-free-based precise point positioning (PPP) solution. We generated 3 year long tropospheric zenith total delay (ZTD) data series for the NOAATrop model, Hopfield model, and the International GNSS Services (IGS) final tropospheric correction product, respectively. These data sets were generated at ten IGS reference stations spanning Canada and the United States. We analyzed the NOAATrop ZTD data series and compared them with those of the Hopfield model. The IGS final tropospheric product was used as a reference. The analysis shows that the performance of the NOAATrop model is a function of both season (time of the year) and geographical location. However, its performance was superior to the Hopfield model in all cases. We further investigated the effect of implementing the NOAATrop model on the ionosphere-free-based PPP solution convergence and accuracy. It is shown that the use of the NOAATrop model improved the PPP solution convergence by 1%, 10% and 15% for the latitude, longitude and height components, respectively."
https://openalex.org/W2034198306,https://doi.org/10.1080/014311600211055,Image segmentation for classification of vegetation using NOAA-AVHRR data,2000,2000-01-01,article,25,322.61777,"J. L. Rodriguez-Yi, Y. E. Shimabukuro, Bernardo Friedrich Theodor Rudorff",International Journal of Remote Sensing,True,2,classification; ann,S,0,,"A classification procedure for National Oceanic and Atmospheric Administration Advanced Very High Resolution Radiometer (NOAA AVHRR)data based on image segmentation following supervised classification by regions is presented. The procedure was applied to channel 1 (0.58-0.68,um)and channel 2 (0.72-1.10um)AVHRR mosaics composed of images acquired between 13 and 26 June 1993 for the state of Mato Grosso, Brazil. Eight vegetation classes were identified using this procedure. The result was compared with an existing vegetation map of Mato Grosso state for reference. The quantitative evaluation yielded a kappa coefficient of 0.4. The result indicate that image segmentation and supervised classification by regions is a procedure that is useful for mapping vegetation classes on a regional scale."
https://openalex.org/W1521627754,https://doi.org/10.1017/s0260305500000355,Nimbus-7 SMMR Derived Global Snow Cover Parameters,1987,1987-01-01,article,583,317.8382,"A. T. C. Chang, James L. Foster, Dorothy K. Hall",Annals of Glaciology,True,2,algorithm; ann,S,0,,"Snow covers about 40 million km 2 of the land area of the Northern Hemisphere during the winter season. The accumulation and depletion of snow is dynamically coupled with global hydrological and climatological processes. Snow covered area and snow water equivalent are two essential measurements. Snow cover maps are produced routinely by the National Environmental Satellite Data and Information Service of the National Oceanic and Atmospheric Administration (NOAA/NESDIS) and by the US Air Force Global Weather Center (USAFGWC). The snow covered area reported by these two groups sometimes differs by several million km 2 , Preliminary analysis is performed to evaluate the accuracy of these products. Microwave radiation penetrating through clouds and snowpacks could provide depth and water equivalent information about snow fields. Based on theoretical calculations, snow covered area and snow water equivalent retrieval algorithms have been developed. Snow cover maps for the Northern Hemisphere have been derived from Nimbus-7 SMMR data for a period of six years (1978–1984). Intercomparisons of SMMR, NOAA/NESDIS and USAFGWC snow maps have been conducted to evaluate and assess the accuracy of SMMR derived snow maps. The total snow covered area derived from SMMR is usually about 10% less than the other two products. This is because passive microwave sensors cannot detect shallow, dry snow which is less than 5 cm in depth. The major geographic regions in which the differences among these three products are the greatest are in central Asia and western China. Future study is required to determine the absolute accuracy of each product. Preliminary snow water equivalent maps have also been produced. Comparisons are made between retrieved snow water equivalent over large area and available snow depth measurements. The results of the comparisons are good for uniform snow covered areas, such as the Canadian high plains and the Russian steppes. Heavily forested and mountainous areas tend to mask out the microwave snow signatures and thus comparisons with measured water equivalent are poorer in those areas."
https://openalex.org/W2092884183,https://doi.org/10.1080/01431160902852796,Assessment of seasonal forest fire risk using NOAA-AVHRR: a case study in central Mexico,2009,2009-09-22,article,33,315.47827,"Lilia de Lourdes Manzo-Delgado, Salvador Sánchez‐Colón, Román Álvarez",International Journal of Remote Sensing,True,2,prediction; predictive,S,0,,"A logistic model was constructed to assess the risk of forest fire and tested over the central region of Mexico. The model incorporates both static and dynamic predictive variables: elevation, aspect, slope, vegetation type, precipitation, Normalized Difference Vegetation Index (NDVI), land surface temperature (LST), and cloud cover. The latter three variables were derived from National Oceanic and Atmospheric Administration (NOAA) Advanced Very High Resolution Radiometer (AVHRR) images from the four months (November to February) before the fire seasons. Actual forest fires were detected on NOAA-AVHRR images from the four fire seasons (March to May) from 1997 to 2000. Variables included in the model were chosen following a stepwise strategy. Statistically, the January NDVI, the February LST, vegetation type and slope had the greatest influence on the distribution of forest fires; however, elevation and precipitation were also included in the final model. The probability of forest fire occurrence for each fire season from 1997 to 1999 was mapped. The accuracy of the model was estimated to be 79.8% with reference to sensitivity, specificity and receiver operating characteristic (ROC) curves. Model predictions were validated against data from the 2000 fire season. The fire occurrence probability map is useful for designing large-scale management strategies for wildfire prevention not only in the test area of this study but also in regions where the static and dynamic variables can be similarly defined."
https://openalex.org/W2089583506,https://doi.org/10.1029/2005jd006394,"Analysis of the linkages between rainfall and land surface conditions in the West African monsoon through CMAP, ERS‐WSC, and NOAA‐AVHRR data",2005,2005-12-27,article,46,314.1207,"Nathalie Philippon, É. Mougin, Lionel Jarlan, et al.",Journal of Geophysical Research Atmospheres,True,2,prediction; ann,S,0,,"The European Remote Sensing Wind Scatterometer (ERS‐WSC) backscattering coefficient, NOAA Advanced Very High Resolution Radiometer (NOAA‐AVHRR) Normalized Difference Vegetation Index (NDVI), and Climate Prediction Center Merged Analysis Precipitation (CMAP) precipitation data sets are studied over the period August 1991 to December 2000 to document (1) the interannual and intra‐annual evolutions of vegetation photosynthetic activity and soil‐vegetation water content over West Africa and (2) their two‐way links with precipitation. Over the Sahel, at interannual timescales the strongest relationships between vegetation, soil moisture, and precipitation are observed from July to October and when 1‐month lag is considered between the parameters. This delay reflects the vegetation response time to the moisture pulses that follow precipitation events. The high correlation between NDVI and sigma_0 at interannual timescales confirms the importance of vegetation in the backscattering coefficient. However, sigma_0 shows stronger statistical links with precipitation, suggesting that this product contains additional useful information related in particular to upper soil moisture. Over Guinea, large differences are observed between the two remote sensing products, and their relationship with precipitation at interannual timescales is weaker. Sigma_0 is significantly linked to precipitation from July to November, whereas NDVI does not show any significant relationship with precipitation. NDVI and sigma_0 serial correlations over the Sahel and Guinea suggest that a 2‐month memory usually characterizes vegetation photosynthetic activity and soil‐vegetation water content anomalies. However, anomalies disappearance in winter then reappearance in the following spring also suggests an interseason memory held by deep soil moisture reservoirs and deep‐rooted plants. A composite analysis reveals that the wettest Sahelian rainy seasons were preceded by positive anomalies of soil‐vegetation water content over Guinea from winter to spring. Cross correlations and Granger causality analyses partly relate these winter to spring land surface anomalies to those recorded in precipitation during the previous autumn. Spring soil‐vegetation water content anomalies strengthen the meridional gradient of soil‐vegetation water content over the subcontinent. This gradient is thought to contribute to the gradient of entropy that drives the West African monsoon."
https://openalex.org/W2156731172,https://doi.org/10.2307/1941378,Mapping Regional Forest Evapotranspiration and Photosynthesis by Coupling Satellite Data with Ecosystem Simulation,1989,1989-08-01,article,420,303.77396,"Steven W. Running, Ramakrishna Nemani, David L. Peterson, et al.",Ecology,True,2,prediction; ann,S,0,,"Annual evapotranspiration (ET) and net photosynthesis (PSN) were estimated for a mountainous 28 x 55 km region of predominantly coniferous forests in western Montana. A simple geographic information system integrated topographic, soils, vegetation, and climate data at a 1.1—km scale defined by the satellite sensor pixel size. Leaf area index (LAI) of the forest was estimated with data from the NOAA (National Oceanic and Atmospheric Administration) Advanced Very High Resolution Radiometer (AVHRR). Daily microclimate of each cell was estimated from ground and satellite data and interpolated using MT—CLIM, a mountain microclimate simulator. A forest ecosystem simulation model, Forest—BGC, was used to calculate ET and PSN daily for each cell. Ranges of estimated LAI (4—15), ET (25—60 cm/yr), and PSN (9—20 Mg°ha — 1 °yr — 1 ) across the landscape follow the trends expected in both magnitude and spatial pattern. These estimates compared well with field measurements of related variables, although absolute validation of these predictions is not possible at large spatial scales."
https://openalex.org/W1987897791,https://doi.org/10.3189/172756404781814735,Operational sub-pixel snow mapping over the Alps with NOAA AVHRR data,2004,2004-01-01,article,26,301.24808,"Nando Foppa, Stefan Wunderle, David Oesch, et al.",Annals of Glaciology,True,2,algorithm; ann,S,0,,"Abstract This study is part of research activities concentrating on the real-time application of the U.S. National Oceanic and Atmospheric Administration (NOAA) Advanced Very High Resolution Radiometer (AVHRR) sensor for snow-cover analysis of the European Alps. For mapping snow cover in heterogeneous terrain, we implement the widely used linear spectral mixture algorithm to estimate snow cover at sub-pixel scale. Principal component analysis, including the reflective part of AVHRR channel 3, is used to estimate fractions of “snow” and “not snow” within a pixel, using linear mixture modeling. The combination of these features leads to a fast, simple solution for operational and near-real-time processing. The presented algorithm is applied on the European Alps on 17 January 2003 and successfully maps snow at sub-pixel scale. The detailed snow-cover information makes it easy to recognize the complex topography of the Alps, more so than with either a classic binary map or a Moderate Resolution Imaging Spectroradiometer (MODIS) snow product. The sub-pixel algorithm reasonably identifies snow-cover fractions in regions and at altitudes where neither the classic binary map nor the MODIS algorithm detects any snow. Differences concerning the snow distribution are found in forested areas as well as in the lowest-elevation zones. The algorithm substantially improves snow mapping over complex topography for operational and near-realtime applications."
https://openalex.org/W2147822475,https://doi.org/10.1175/jamc-d-12-0286.1,Validation of Environment Canada and NOAA UV Index Forecasts with Brewer Measurements from Canada,2013,2013-02-01,article,23,299.22034,"Huixia He, Vitali Fioletov, D. W. Tarasick, et al.",Journal of Applied Meteorology and Climatology,True,2,prediction; model performance,S,0,,"Abstract Ground-based ultraviolet (UV) irradiance measurements by Brewer spectrophotometers at 10 sites across Canada are compared with UV index forecasts for the same locations from Environment Canada (EC) and NOAA. For the EC forecast validation, summertime (May–August) data for the period from 1996 to 2009 are used. Comparison with NOAA forecasts is made for the more limited period of May–August 2006 and 2007. Several statistical measures are used, including the mean and the standard deviation of differences, correlation coefficients, and the probability of detection and false-alarm rate for prediction of high (UV index of 6 or above) values. For most conditions, only modest differences are found between the two forecasting systems; that is, UV index forecasts reported in the United States and Canada for Canadian sites are compatible. In general, the physically based NOAA system, which started operation in 2005, performs better than the semiempirical EC model, developed in the mid-1990s. The difference in model performance is not large under clear-sky and light-cloud conditions, but the EC model underperforms relative to the NOAA model under heavy-cloud and rainy conditions. Both the EC and the NOAA forecast models tend to overestimate UV under clear-sky and light-cloud conditions. Under heavy-cloud and rainy conditions, the EC model underestimates UV values, with about 30% of all forecasts under these conditions being 2 or more units below observations. NOAA forecasts tend to overestimate UV index values under these conditions."
https://openalex.org/W2050288014,https://doi.org/10.1080/01431169508954506,A simple cloud masking approach using NOAA AVHRR daytime data for tropical areas,1995,1995-06-01,article,40,293.1656,"G. B. FRANyA, A. P. Cracknell",International Journal of Remote Sensing,True,2,algorithm; ann,S,0,,Abstract A simple method for cloud detection for AVHRR daytime data is presented and checked for equatorial/tropical areas based on a study area in northeastern Brazil. Five different cloud masking techniques based on visible and infrared spectral information for cloud detection are calibrated. The significant differences between the equatorial threshold obtained in this work and the midlatitude thresholds given by Saunders and Kriebel and by Thiermann and Ruprecht are compared and discussed. Results from the cloud masking algorithm are presented and comments are made about the problems related to the automatic cloud detection algorithm presented in this study.
https://openalex.org/W2042526584,https://doi.org/10.1080/014311699213578,On the suitability of global algorithms for the retrieval of SST from the north Indian Ocean using NOAA/AVHRR data,1999,1999-01-01,article,29,291.9457,S. C. Shenoi,International Journal of Remote Sensing,True,2,algorithm; ann,S,0,,"The errors associated with the SST retrievals from the north Indian Ocean, using global multichannel sea surface temperature (MCSST), nonlinear sea surface temperature (NLSST), and Pathfinder sea surface temperature (PFSST) algorithms are analysed using satellite-sea-truth matchups for NOAA-9 and NOAA-11. The trends associated with the SST retrievals with respect to various independent parameters and simple statistics are analysed to assess the performance of the algorithms. The MCSST and NLSST retrievals have undesirably large trends associated with surface temperature, satellite scan geometry and scan time (day/night); SST retrievals using PFSST show the lowest trends. The simple statistics, mean, and rmsd, are worst for MCSST (0.6 and 1.3 C); they are unsatisfactory for NLSST (0.4 and 0.7 C) and PFSST (0.4 and 0.7 C) also. Considerable improvement in statistics and trends are achievable by regionally optimizing the algorithm coefficients. The mean and RMSD of residuals drop to more than 50% of the values obtained by the use of global coefficients. Regionally optimized NLSST appear to be the better algorithm for the north Indian Ocean in the absence of time-dependent regional coefficients suggested by PFSST."
https://openalex.org/W2062155374,https://doi.org/10.1029/2008jd011267,A study of the NOAA‐15 AMSU‐A brightness temperatures from 1998 through 2007,2009,2009-06-06,article,21,291.48523,Tsan Mo,Journal of Geophysical Research Atmospheres,True,2,linear regression; ann,S,0,,"Global mean brightness temperatures from the NOAA‐15 Advanced Microwave Sounding Unit‐A (AMSU‐A) over the period from May 1998 through December 2007 are studied. A time series of global daily mean brightness temperatures are constructed. These time series show a clear pattern of annual variation of the measurements which can be modeled with a Fourier series. After the annual variation as represented by the Fourier series is removed from the time series, extraannual variations of the measurements are obtained for examination of information about climate trends. Linear regressions of the extraannual variations at individual channels are performed, and the results demonstrate that the slopes for channels below the tropopause are positive whereas those above it are negative. This is strong evidence that the troposphere is warming and that the stratosphere is cooling. It is interesting to note that channel 5 has a slope of 0.0092 Kelvin per annum (K/a; or 0.092 K/decade) which agrees well with some of currently known climate trends of the middle troposphere. Diurnal variations of the monthly mean brightness temperatures measured over the globe with three AMSU‐A radiometers onboard NOAA‐15, ‐16, and ‐17, respectively, are also studied to provide a simple approach for correction of the effect of drifts of local equator crossing time on the data. A sensitivity test of the climate trend detection demonstrates that the method developed in this study can accurately detect an arbitrary climate trend which is introduced into the time series."
https://openalex.org/W2044661738,https://doi.org/10.1080/0143116021000028641,"A new algorithm for the detection of plumes caused by industrial accidents, based on NOAA/AVHRR imagery",2003,2003-01-01,article,27,291.48276,"Nektarios Chrysoulakis, Constantinos Cartalis",International Journal of Remote Sensing,True,2,algorithm; ann,S,0,,"The Advanced Very High Resolution Radiometer (AVHRR) on board the NOAA satellites may be used for detecting plumes caused by industrial accidents through the combined use of the visible (0.58-0.68 @m), near infrared (0.72-1.10 @m) and thermal infrared (11.5-12.5 µm) channels of the AVHRR. In this study a model algorithm is developed to identify pixels which correspond to plumes caused by industrial accidents. The novelty of the algorithm is that it combines the visible, the near infrared and the thermal infrared AVHRR channels in order to produce a two-dimensional feature space image in which the plumes can be detected and monitored. The algorithm was evaluated for four industrial accidents: in Enschede, the Netherlands on 13 May 2000; in Genoa, Italy on 13 April 1991; in Lyon, France on 2 June 1987 and in Kalohori, Greece on 24 February 1986. The effectiveness and reliability of the algorithm was found to be satisfactory in all case studies."
