dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason,doi_norm,openalex_openalex_id,openalex_doi,openalex_title,openalex_abstract,openalex_authors,openalex_source,openalex_year,openalex_publication_date,openalex_matched_ml_terms,openalex_regime_selected,openalex_matched_regime_terms,openalex__openalex_source_file,pdf_downloaded,manual_primary_family,manual_primary_model,manual_primary_ambiguous,manual_families_any,manual_models_any
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,10,FastUKB: A Revolutionary Tool for Simplifying UK Biobank Data Analysis,https://doi.org/10.1002/imm3.70001,H,3,TRUE,Linear Regression; Logistic Regression; Cox Proportional Hazards,Linear / GLM; Survival models,TRUE,Cox Proportional Hazards,Survival models,TRUE,ok,10.1002/imm3.70001,https://openalex.org/W4413029191,https://doi.org/10.1002/imm3.70001,FastUKB: A Revolutionary Tool for Simplifying UK Biobank Data Analysis,"FastUKB revolutionizes UK Biobank (UKB) data extraction through an integrated R package system with a user interface, featuring automated metadata processing, versatile selection modes, and custom file upload capabilities. Unlike traditional methods that rely on complex manual SQL/R coding, FastUKB's direct UKB-Research Analysis Platform connection enables efficient, error-reduced data extraction, significantly streamlining the research workflow. The UK Biobank Research Analysis Platform (RAP) enables researchers utilizing UK Biobank's large-scale biomedical database and research resource to access these resources in the cloud from anywhere in the world [1, 2]. However, relative to traditional local analysis, the RAP platform presents certain operational challenges. For instance, researchers must write extensive code to extract UKB variables from the RAP platform, a process that is time-consuming, costly, and prone to errors. Additionally, the RAP query browser is limited to selecting only 30 variables, thereby restricting researchers' analytical efficiency [3, 4]. In contrast, FastUKB offers an innovative solution that effectively overcomes the technical barriers of UKB database variable extraction, successfully transforming complex programming tasks into intuitive click operations (Figure 1A). For example, researchers can utilize its streamlined and intuitive interface to select the desired entities (such as participant, olink_instance, etc.) via dropdown menus, then specify the required variables, thereby enabling the extraction of any number of variables in a single operation and significantly improving research efficiency. Furthermore, compared with traditional data extraction and processing methods (Figure 1B), the system features a clear and concise user interface, utilizing dropdown menus and a hierarchical variable tree structure to facilitate efficient browsing and selection of required data entities and variables, thus effectively eliminating the burden of memorizing complex variable codes. More importantly, the platform supports variable extraction from multiple data entities, including participant (basic demographic information and clinical phenotypes), olink_instance (proteomics data), genetics (genomics data), imaging (neuroimaging and cardiac imaging data), metabolomics (metabolomics data), and activity_monitor (physical activity monitoring data), among others [5-11]. This comprehensive coverage of data types provides researchers with multi-dimensional analytical capabilities. Additionally, FastUKB includes a comprehensive UKB variable mapping table, enabling intelligent identification and matching of research requirements with actual data variables, facilitating automatic handling of complex variable coding and field name conversions, and providing robust variable search functionality that allows researchers to quickly locate required variables via keywords, thereby enhancing their understanding of data semantics. Compared with existing tools such as RAP, ukbREST [12], and ukbtools [13], FastUKB provides broader batch extraction capabilities, automated field matching, and a lower technical barrier. Table 1 summarizes the feature differences (Table 1). FastUKB serves as both a data extraction tool and a comprehensive R programming package for data analysis, providing researchers with end-to-end support from data cleaning to statistical analysis. It's built-in medical data quality control module automatically handles missing values, outliers, and coding issues in clinical variables. The system identifies and processes common coding characteristics in UKB data, such as special encodings for categorical variables, thereby saving researchers significant time in data preprocessing. FastUKB features a sophisticated quality control system specifically designed for medical data (Figure 2A), which automatically identifies various missing value markers in UKB data (such as special encodings like -1, -3, -7, etc.) and provides multiple processing options based on data type and research requirements (Figure 2B). The outlier detection algorithm integrated into this package, grounded in medical expertise, identifies physiologically unreasonable values. Furthermore, FastUKB automatically identifies and converts UKB's unique coding system, transforming raw codes into standard classifications familiar to researchers, and automatically cross-validates the logical consistency between related variables to ensure the reliability of the analytical foundation. FastUKB automatically generates baseline characteristic tables that comply with top-tier medical journal standards, including demographic characteristics, grouped comparisons of clinical indicators, and p-value calculations, thus significantly streamlining one of the most time-consuming aspects of manuscript preparation. More specifically, users need only select the variables and grouping methods to be included. FastUKB automatically selects appropriate statistical methods based on data type and distribution characteristics, and subsequently applies appropriate statistical tests for different data types to calculate p values for between-group differences. Subsequently, it automatically generates the baseline table (Figure 2C). Moreover, regarding statistical analysis, FastUKB provides users with convenient and comprehensive statistical analysis tools, including linear regression, logistic regression, Cox proportional hazards models, subgroup analysis, interaction analysis, polygenic risk scoring, and sensitivity analysis [14-17]. With this tool, users need not write complex statistical code; they can complete advanced analyses simply by setting parameters and obtain results that can be directly used in manuscripts. FastUKB's analysis suite covers the entire analytical chain from basic descriptive statistics to advanced multivariate models, thereby enhancing researchers' efficiency in statistical analysis. FastUKB incorporates an innovative custom variable upload feature, thereby significantly expanding the tool's flexibility and applicability. Researchers can upload custom ID lists in CSV, XLSX, or TXT formats. The system then intelligently matches and precisely extracts data from these specific samples, which facilitates precise sample selection for research. This feature is particularly suitable for common epidemiological study designs, such as cohort and case-control studies. Researchers can create sample lists based on predefined conditions (e.g., specific diseases, age ranges, or genotypes), and then leverage FastUKB to efficiently extract comprehensive data from these samples. The system supports diverse sample screening strategies, including case-control designs (by uploading matched control group IDs), cohort studies (by uploading participant IDs meeting inclusion criteria), random sampling, and cross-validation methods [18, 19]. When a study requires matched control groups, the system can automatically identify the most suitable matched samples within the UKB database based on specified matching variables (e.g., age, gender, socioeconomic status), thereby significantly simplifying the implementation of matched-control designs (Figure 3A). Additionally, the system supports sample data download functionality, providing users with references for standard formats to ensure correct file formatting during uploads and minimize operational errors. Compared with traditional data extraction methods (Figure 3B), this customized data extraction approach not only enhances the specificity and efficiency of research but also significantly reduces data processing complexity, allowing researchers to focus more on specific scientific questions and target population analyses. FastUKB further supports researchers in uploading custom variables for integration and analysis with UKB raw data, which encompasses: (1) external data integration (uploading supporting data obtained from other platforms or laboratories); (2) derived variable definition (uploading custom-defined derived variables such as disease risk scores); and (3) data version control (clearly distinguishing between original UKB data and user-uploaded custom data). This comprehensive functionality significantly enhances FastUKB's research adaptability, positioning it to not only meet routine analysis needs but also support highly personalized, innovative research designs, thereby offering researchers exceptional methodological flexibility. Despite its automation-first design, FastUKB allows researchers to perform flexible, personalized data processing through user-defined variable lists, sample filters, and configurable statistical settings. These features enable tailored analyses suitable for real-world clinical research needs, including matched case-control studies and exploratory subgroup analyses. The FastUKB tool has demonstrated significant value across multiple studies. Among these, two recent studies directly utilized FastUKB as part of their data extraction and analysis workflows. For example, in the study titled “Sleep pattern, genetic risk, and the risk of incident rheumatoid arthritis,” the research team utilized FastUKB to efficiently extract sleep behavior indicators from data from 375,133 participants and conducted an in-depth analysis of the association between insomnia, daytime sleepiness, and the risk of rheumatoid arthritis [20]. Similarly, in the study titled “Plasma metabolite profiles linked to the EAT-Lancet diet and inflammatory bowel disease,” FastUKB assisted researchers in efficiently processing large volumes of metabolomics data, successfully analyzing the association between dietary patterns and inflammatory bowel disease [21]. This study involved the extraction and analysis of nearly 900 metabolites. FastUKB's intelligent data processing capabilities effectively enabled automated standardization and quality control of metabolite data, allowing researchers to focus on scientific questions rather than on tedious technical details. As the world's most influential biomedical database, the scientific value and importance of the UK Biobank have been thoroughly demonstrated through numerous studies published in high-impact journals. In addition to the two aforementioned studies that directly utilized FastUKB, many other high-impact studies have illustrated the research utility of UKB data across various domains. For example, the study “Associations of healthy lifestyle and socioeconomic status with mortality and CVD,” published in The BMJ, conducted an in-depth analysis of data from nearly 400,000 participants, revealing the multidimensional and complex effects of healthy lifestyle and socioeconomic status on mortality and cardiovascular disease [22]. In the study “Identifying proteomic risk factors for cancer,” published in Nature Communications, researchers used FastUKB to analyze the association between 1463 proteins and 19 types of cancer, successfully identifying multiple potential protein biomarkers [23]. Additionally, the study “Adherence to a Healthy Sleep Pattern and Heart Failure” utilized FastUKB to conduct a systematic analysis of sleep data from 408,802 participants, revealing a clear correlation between healthy sleep patterns and a significant reduction in the risk of heart failure [24]. These high-quality studies fully demonstrate the immense scientific value of the UK Biobank while also highlighting the complexity of its data structure and the technical challenges faced by researchers. FastUKB significantly lowers the barrier to UKB data analysis from the level of professional programmers to that of ordinary clinicians through innovative batch data extraction, intelligent data processing, and a user-friendly, intuitive interface, effectively democratizing data access, greatly accelerating the research cycle, significantly improving research quality, and strongly promoting collaborative research. With the full arrival of the precision medicine era, FastUKB serves not only as an efficient technical tool but also as a crucial bridge connecting medical researchers with vast amounts of biomedical data. It provides unprecedented strong support for medical research innovation and is expected to fundamentally change how medical researchers interact with large databases, significantly accelerating the innovation and accumulation of medical knowledge, effectively promoting the translation of research findings into clinical practice, and ultimately benefiting human health. Currently, FastUKB is specifically tailored to the UK Biobank data structure and variable encoding system. Future development may explore the feasibility of extending the underlying framework to accommodate other large-scale biomedical datasets with similar architectures. Although FastUKB is currently tailored to the specific data structure and encoding systems of the UK Biobank, its modular architecture is designed with scalability in mind. Future versions may explore adaptation to other large-scale biomedical databases, such as FinnGen or All of Us, thereby broadening its application and contributing to the ecosystem of high-throughput biomedical data tools. Kailai Li, Anqi Lin, and Peng Luo: writing – original draft. Xiaohong Ke and Peng Luo: conceptualization. Kailai Li, Anqi Lin, and Peng Luo: investigation. Kailai Li, Anqi Lin, Peng Luo, and Yue Qian: writing – review and editing. Kailai Li, Yue Qian, and Xiaohong Ke: visualization. The authors have nothing to report. The authors have nothing to report. The authors have nothing to report. Peng Luo hold the position of Executive Editors-in-Chief for iMetaMed. He was excluded from editorial decision-making related to the acceptance of this article for publication in the journal. FastUKB is not open-source but is available through an institutional or individual license. It is maintained by a professional development team and includes user documentation, configuration guidance, and technical support. Researchers interested in accessing or evaluating FastUKB may contact the authors for details.","Xiaohong Ke, Kailai Li, Anqi Lin, et al.",iMetaMed,2025,8/5/2025,classification; multivariate model; algorithm; logistic regression; linear regression; cox; cox proportional hazards; cross-validation,H,omics; genomics; proteomics; metabolomics; ct,openalex_ukb_imaging_H_ml_top350.csv,FALSE,Survival models,Cox Proportional Hazards,FALSE,Linear / GLM;Survival models,Linear Regression;Logistic Regression;Cox Proportional Hazards
adni,openalex_adni_H_ml_top350.csv,77,DEMNET: A Deep Learning Model for Early Diagnosis of Alzheimer Diseases and Dementia From MR Images,https://doi.org/10.1109/access.2021.3090474,H,1,TRUE,CNN; DNN; MLP,Deep learning,TRUE,CNN,Deep learning,TRUE,ok,10.1109/access.2021.3090474,https://openalex.org/W3173195087,https://doi.org/10.1109/access.2021.3090474,DEMNET: A Deep Learning Model for Early Diagnosis of Alzheimer Diseases and Dementia From MR Images,"Alzheimer's Disease (AD) is the most common cause of dementia globally. It steadily worsens from mild to severe, impairing one's ability to complete any work without assistance. It begins to outstrip due to the population ages and diagnosis timeline. For classifying cases, existing approaches incorporate medical history, neuropsychological testing, and Magnetic Resonance Imaging (MRI), but efficient procedures remain inconsistent due to lack of sensitivity and precision. The Convolutional Neural Network (CNN) is utilized to create a framework that can be used to detect specific Alzheimer's disease characteristics from MRI images. By considering four stages of dementia and conducting a particular diagnosis, the proposed model generates high-resolution disease probability maps from the local brain structure to a multilayer perceptron and provides accurate, intuitive visualizations of individual Alzheimer's disease risk. To avoid the problem of class imbalance, the samples should be evenly distributed among the classes. The obtained MRI image dataset from Kaggle has a major class imbalance problem. A DEMentia NETwork (DEMNET) is proposed to detect the dementia stages from MRI. The DEMNET achieves an accuracy of 95.23%, Area Under Curve (AUC) of 97% and Cohen's Kappa value of 0.93 from the Kaggle dataset, which is superior to existing methods. We also used the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset to predict AD classes in order to assess the efficacy of the proposed model.","Suriya Murugan, Chandran Venkatesan, M. G. Sumithra, et al.",IEEE Access,2021,1/1/2021,deep learning; neural network; multilayer perceptron; convolutional neural network; cnn; auc,H,mri; ct,openalex_adni_H_ml_top350.csv,FALSE,Deep learning,CNN,FALSE,Deep learning,CNN;DNN;MLP
tcga,openalex_tcga_H_ml_top350.csv,270,The role of multiple metabolic genes in predicting the overall survival of colorectal cancer: A study based on TCGA and GEO databases,https://doi.org/10.1371/journal.pone.0251323,H,3,TRUE,LASSO; Cox Proportional Hazards,Linear / GLM; Survival models,TRUE,LASSO,Linear / GLM,TRUE,ok,10.1371/journal.pone.0251323,https://openalex.org/W3194145551,https://doi.org/10.1371/journal.pone.0251323,The role of multiple metabolic genes in predicting the overall survival of colorectal cancer: A study based on TCGA and GEO databases,"The recent advances in gene chip technology have led to the identification of multiple metabolism-related genes that are closely associated with colorectal cancer (CRC). Nevertheless, none of these genes could accurately diagnose or predict CRC. The prognosis of CRC has been made by previous prognostic models constructed by using multiple genes, however, the predictive function of multi-gene prognostic models using metabolic genes for the CRC prognosis remains unexplored. In this study, we used the TCGA-CRC cohort as the test dataset and the GSE39582 cohort as the experimental dataset. Firstly, we constructed a prognostic model using metabolic genes from the TCGA-CRC cohort, which were also associated with CRC prognosis. We analyzed the advantages of the prognostic model in the prognosis of CRC and its regulatory mechanism of the genes associated with the model. Secondly, the outcome of the TCGA-CRC cohort analysis was validated using the GSE39582 cohort. We found that the prognostic model can be employed as an independent prognostic risk factor for estimating the CRC survival rate. Besides, compared with traditional clinical pathology, it can precisely predict CRC prognosis as well. The high-risk group of the prognostic model showed a substantially lower survival rate as compared to the low-risk group. In addition, gene enrichment analysis of metabolic genes showed that genes in the prognostic model are enriched in metabolism and cancer-related pathways, which may explain its underlying mechanism. Our study identified a novel metabolic profile containing 11 genes for prognostic prediction of CRC. The prognostic model may unravel the imbalanced metabolic microenvironment, and it might promote the development of biomarkers for predicting treatment response and streamlining metabolic therapy in CRC.","Weijun Shi, Xincan Li, Xu Su, et al.",PLoS ONE,2021,8/16/2021,prediction; predictive,H,ct,openalex_tcga_H_ml_top350.csv,TRUE,Linear / GLM;Survival models,Cox Proportional Hazards;LASSO,TRUE,Linear / GLM;Survival models,LASSO;Cox Proportional Hazards
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,339,BMI-adjusted adipose tissue volumes exhibit depot-specific and divergent associations with cardiometabolic diseases,https://doi.org/10.1038/s41467-022-35704-5,H,4,TRUE,CNN; DNN; Transformer; Linear Regression; Logistic Regression,Deep learning; Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1038/s41467-022-35704-5,https://openalex.org/W4316814873,https://doi.org/10.1038/s41467-022-35704-5,BMI-adjusted adipose tissue volumes exhibit depot-specific and divergent associations with cardiometabolic diseases,"For any given body mass index (BMI), individuals vary substantially in fat distribution, and this variation may have important implications for cardiometabolic risk. Here, we study disease associations with BMI-independent variation in visceral (VAT), abdominal subcutaneous (ASAT), and gluteofemoral (GFAT) fat depots in 40,032 individuals of the UK Biobank with body MRI. We apply deep learning models based on two-dimensional body MRI projections to enable near-perfect estimation of fat depot volumes (R<sup>2</sup> in heldout dataset = 0.978-0.991 for VAT, ASAT, and GFAT). Next, we derive BMI-adjusted metrics for each fat depot (e.g. VAT adjusted for BMI, VATadjBMI) to quantify local adiposity burden. VATadjBMI is associated with increased risk of type 2 diabetes and coronary artery disease, ASATadjBMI is largely neutral, and GFATadjBMI is associated with reduced risk. These results - describing three metabolically distinct fat depots at scale - clarify the cardiometabolic impact of BMI-independent differences in body fat distribution.","Saaket Agrawal, Marcus D. R. Klarqvist, Nathaniel Diamant, et al.",Nature Communications,2023,1/17/2023,deep learning,H,mri; ct,openalex_ukb_imaging_H_ml_top350.csv,TRUE,Deep learning,DNN,FALSE,Deep learning,CNN;DNN
gtex,openalex_gtex_H_ml_top350.csv,170,The effect of X-linked dosage compensation on complex trait variation,https://doi.org/10.1038/s41467-019-10598-y,H,3,TRUE,Linear Regression,Linear / GLM,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.1038/s41467-019-10598-y,https://openalex.org/W2956222947,https://doi.org/10.1038/s41467-019-10598-y,The effect of X-linked dosage compensation on complex trait variation,"Quantitative genetics theory predicts that X-chromosome dosage compensation (DC) will have a detectable effect on the amount of genetic and therefore phenotypic trait variances at associated loci in males and females. Here, we systematically examine the role of DC in humans in 20 complex traits in a sample of more than 450,000 individuals from the UK Biobank and 1600 gene expression traits from a sample of 2000 individuals as well as across-tissue gene expression from the GTEx resource. We find approximately twice as much X-linked genetic variation across the UK Biobank traits in males (mean h<sup>2</sup><sub>SNP</sub> = 0.63%) compared to females (mean h<sup>2</sup><sub>SNP</sub> = 0.30%), confirming the predicted DC effect. Our DC estimates for complex traits and gene expression are consistent with a small proportion of genes escaping X-inactivation in a trait- and tissue-dependent manner. Finally, we highlight examples of biologically relevant X-linked heterogeneity between the sexes that bias DC estimates if unaccounted for.","Julia Sidorenko, Irfahan Kassam, Kathryn E. Kemper, et al.",Nature Communications,2019,7/8/2019,ann,H,ct; gene expression,openalex_gtex_H_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,,
gtex,openalex_gtex_H_ml_top350.csv,259,PD-L1 regulates cell proliferation and apoptosis in acute myeloid leukemia by activating PI3K-AKT signaling pathway,https://doi.org/10.1038/s41598-022-15020-0,H,5,TRUE,Kaplan–Meier,Survival models,TRUE,Kaplan–Meier,Survival models,TRUE,ok,10.1038/s41598-022-15020-0,https://openalex.org/W4284889639,https://doi.org/10.1038/s41598-022-15020-0,PD-L1 regulates cell proliferation and apoptosis in acute myeloid leukemia by activating PI3K-AKT signaling pathway,"As immune checkpoint inhibitors (ICIs) continue to advance, more evidence has emerged that anti-PD-1/PD-L1 immunotherapy is an effective treatment against cancers. Known as the programmed death ligand-1 (PD-L1), this co-inhibitory ligand contributes to T cell exhaustion by interacting with programmed death-1 (PD-1) receptor. However, cancer-intrinsic signaling pathways of the PD-L1 molecule are not well elucidated. Therefore, the present study aimed to evaluate the regulatory network of PD-L1 and lay the basis of successful use of anti-PD-L1 immunotherapy in acute myeloid leukemia (AML). Data for AML patients were extracted from TCGA and GTEx databases. The downstream signaling pathways of PD-L1 were identified via Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis. The key PD-L1 related genes were selected by weighted gene co-expression network analysis (WGCNA), MCC algorithm and Molecular Complex Detection (MCODE). The CCK-8 assay was used to assess cell proliferation. Flow cytometry was used to determine cell apoptosis and cell cycle. Western blotting was used to identify the expression of the PI3K-AKT signaling pathway. PD-L1 was shown to be elevated in AML patients when compared with the control group, and high PD-L1 expression was associated with poor overall survival rate. The ECM-receptor interaction, as well as the PI3K-AKT signaling pathway, were important PD-L1 downstream pathways. All three analyses found eight genes (ITGA2B, ITGB3, COL6A5, COL6A6, PF4, NMU, AGTR1, F2RL3) to be significantly associated with PD-L1. Knockdown of PD-L1 inhibited AML cell proliferation, induced cell apoptosis and G2/M cell cycle arrest. Importantly, PD-L1 knockdown reduced the expression of PI3K and p-AKT, but PD-L1 overexpression increased their expression. The current study elucidates the main regulatory network and downstream targets of PD-L1 in AML, assisting in the understanding of the underlying mechanism of anti-PD-1/PD-L1 immunotherapy and paving the way for clinical application of ICIs in AML.","Fang Wang, Liqiong Yang, Mintao Xiao, et al.",Scientific Reports,2022,7/6/2022,algorithm,H,ct,openalex_gtex_H_ml_top350.csv,TRUE,Survival models,Kaplan-Meier,FALSE,Survival models,Kaplan-Meier
camelyon,openalex_camelyon_H_ml_top350.csv,294,A hybrid deep learning model EfficientNet with GRU for breast cancer detection from histopathology images,https://doi.org/10.1038/s41598-025-00930-6,H,7,TRUE,CNN; DNN; GRU; LSTM; MLP; Transformer; AdaBoost; Gradient Boosting; Random Forest; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,TRUE,Ensemble,Ensemble / stacking,TRUE,ok,10.1038/s41598-025-00930-6,https://openalex.org/W4412176534,https://doi.org/10.1038/s41598-025-00930-6,A hybrid deep learning model EfficientNet with GRU for breast cancer detection from histopathology images,"Breast cancer remains a significant global health challenge among women, with histopathological image analysis playing a critical role in early detection. However, existing diagnostic models often struggle to extract complex patterns from high-resolution tissue images, limiting their diagnostic accuracy and generalization. This study aims to develop a high-performance deep learning framework for accurate classification of breast cancer in histopathology images, addressing limitations in feature extraction and spatial dependency modeling. A hybrid deep learning model is proposed, integrating EfficientNetV2 for multi-scale feature extraction with a Gated Recurrent Unit (GRU) enhanced by an attention mechanism to model sequential dependencies. The model is trained and evaluated using the BreakHisand Camelyon17 dataset at 200× magnification. Evaluation metrics include precision, recall, F1-score, specificity, Intersection over Union (IoU), and accuracy. The proposed model achieved superior performance compared to existing architectures such as AlexNet, DenseNet, MobileNetV3, and EfficientNet. It attained a precision of 98.15%, recall of 95.68%, F1-score of 96.82%, specificity of 96%, IoU of 93.99%, and accuracy of 95.72% on the test set. The integration of EfficientNetV2 with GRU and attention mechanisms enables effective learning of spatial and contextual features, enhancing the accuracy and interpretability of breast cancer classification from histopathology images. This framework shows strong potential for aiding pathologists in real-time diagnostic workflows.","M. Pradeepa, B. Sharmila, Muthukumaran Nirmala",Scientific Reports,2025,7/9/2025,deep learning; classification,H,histopathology; ct,openalex_camelyon_H_ml_top350.csv,TRUE,Deep learning,GRU,FALSE,Deep learning;Tree-based ensemble;Linear / GLM;Kernel / instance-based;Ensemble / stacking;Other classical ML,CNN;DNN;GRU;MLP;AdaBoost;Gradient Boosting;Random Forest;Logistic Regression;Support Vector Machine;k-Nearest Neighbors;Ensemble;Decision Tree
adni,openalex_adni_H_ml_top350.csv,23,Classification of MR brain images by combination of multi-CNNs for AD diagnosis,https://doi.org/10.1117/12.2281808,H,2,TRUE,CNN,Deep learning,TRUE,CNN,Deep learning,TRUE,ok,10.1117/12.2281808,https://openalex.org/W2737584517,https://doi.org/10.1117/12.2281808,Classification of MR brain images by combination of multi-CNNs for AD diagnosis,"Alzheimer's disease (AD) is an irreversible neurodegenerative disorder with progressive impairment of memory and cognitive functions. Its early diagnosis is crucial for development of future treatment. Magnetic resonance images (MRI) play important role to help understand the brain anatomical changes related to AD. Conventional methods extract the hand-crafted features such as gray matter volumes and cortical thickness and train a classifier to distinguish AD from other groups. Different from these methods, this paper proposes to construct multiple deep 3D convolutional neural networks (3D-CNNs) to learn the various features from local brain images which are combined to make the final classification for AD diagnosis. First, a number of local image patches are extracted from the whole brain image and a 3D-CNN is built upon each local patch to transform the local image into more compact high-level features. Then, the upper convolution and fully connected layers are fine-tuned to combine the multiple 3D-CNNs for image classification. The proposed method can automatically learn the generic features from imaging data for classification. Our method is evaluated using T1-weighted structural MR brain images on 428 subjects including 199 AD patients and 229 normal controls (NC) from Alzheimer's Disease Neuroimaging Initiative (ADNI) database. Experimental results show that the proposed method achieves an accuracy of 87.15% and an AUC (area under the ROC curve) of 92.26% for AD classification, demonstrating the promising classification performances.","Danni Cheng, Manhua Liu, Jianliang Fu, et al.","Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",2017,7/21/2017,classifier; classification; neural network; neural networks; convolutional neural network; cnn; auc; roc curve,H,mri; ct; image classification,openalex_adni_H_ml_top350.csv,FALSE,Deep learning,CNN,FALSE,Deep learning,CNN
camelyon,openalex_camelyon_H_ml_top350.csv,292,WSD-MIL: Window Scale Decay Multiple Instance Learning for Whole Slide Image Classification,,H,2,TRUE,Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,,,,,,,,,,,,,,FALSE,None/Unclear,None/Unclear,TRUE,,
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,146,Autoencoder-based phenotyping of ophthalmic images highlights genetic loci influencing retinal morphology and provides informative biomarkers,https://doi.org/10.1101/2023.06.15.23291410,H,1,TRUE,Autoencoder; DNN,Deep learning,TRUE,Autoencoder,Deep learning,TRUE,ok,10.1101/2023.06.15.23291410,https://openalex.org/W4381325272,https://doi.org/10.1101/2023.06.15.23291410,Autoencoder-based phenotyping of ophthalmic images highlights genetic loci influencing retinal morphology and provides informative biomarkers,"ABSTRACT Genome-wide association studies (GWAS) have been remarkably successful in identifying associations between genetic variation and imaging-derived phenotypes. To date, the main focus of these analyses has been established, clinically-used imaging features. Here, we sought to investigate if deep learning approaches can help detect more nuanced patterns of image variability. To this end, we used an autoencoder to represent retinal optical coherence tomography (OCT) images from 31,135 UK Biobank participants. For each study subject, we obtained a 64-dimensional vector representing features of retinal structure. GWAS of these autoencoder-derived imaging parameters identified 118 statistically significant loci; 17 of these associations also reached genome-wide significance in a replication analysis that included 10,409 UK Biobank volunteers. These loci encompassed variants previously linked with retinal thickness measurements, ophthalmic disorders and/or neurodegenerative conditions (including dementia). Notably, the generated retinal phenotypes were found to contribute to predictive models for glaucoma and cardiovascular disorders. Overall, we demonstrate that self-supervised phenotyping of OCT images enhances the discoverability of genetic factors influencing retinal morphology and provides epidemiologically informative biomarkers.","Panagiotis I. Sergouniotis, Adam Diakite, Kumar Gaurav, et al.",medRxiv,2023,6/20/2023,deep learning; predictive; auc,H,ct,openalex_ukb_imaging_H_ml_top350.csv,TRUE,Deep learning,Autoencoder,FALSE,Deep learning,Autoencoder;DNN
gtex,openalex_gtex_H_ml_top350.csv,211,Causal network inference from gene transcriptional time-series response to glucocorticoids,https://doi.org/10.1371/journal.pcbi.1008223,H,6,TRUE,Transformer; Random Forest; Elastic Net; LASSO; Linear Regression; Ridge Regression; Decision Tree,Deep learning; Linear / GLM; Other classical ML; Tree-based ensemble,TRUE,Elastic Net,Linear / GLM,TRUE,ok,10.1371/journal.pcbi.1008223,https://openalex.org/W3125066863,https://doi.org/10.1371/journal.pcbi.1008223,Causal network inference from gene transcriptional time-series response to glucocorticoids,"Gene regulatory network inference is essential to uncover complex relationships among gene pathways and inform downstream experiments, ultimately enabling regulatory network re-engineering. Network inference from transcriptional time-series data requires accurate, interpretable, and efficient determination of causal relationships among thousands of genes. Here, we develop Bootstrap Elastic net regression from Time Series (BETS), a statistical framework based on Granger causality for the recovery of a directed gene network from transcriptional time-series data. BETS uses elastic net regression and stability selection from bootstrapped samples to infer causal relationships among genes. BETS is highly parallelized, enabling efficient analysis of large transcriptional data sets. We show competitive accuracy on a community benchmark, the DREAM4 100-gene network inference challenge, where BETS is one of the fastest among methods of similar performance and additionally infers whether causal effects are activating or inhibitory. We apply BETS to transcriptional time-series data of differentially-expressed genes from A549 cells exposed to glucocorticoids over a period of 12 hours. We identify a network of 2768 genes and 31,945 directed edges (FDR ≤ 0.2). We validate inferred causal network edges using two external data sources: Overexpression experiments on the same glucocorticoid system, and genetic variants associated with inferred edges in primary lung tissue in the Genotype-Tissue Expression (GTEx) v6 project. BETS is available as an open source software package at https://github.com/lujonathanh/BETS.","Jonathan Lu, Bianca Dumitrascu, Ian C. McDowell, et al.",PLoS Computational Biology,2021,1/29/2021,elastic net,H,ct; pet,openalex_gtex_H_ml_top350.csv,TRUE,Linear / GLM,Elastic Net,FALSE,Linear / GLM;Other classical ML,Elastic Net;Decision Tree
